CustomerID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class,
0,15776156,1,22.08,11.46,2,4,4,1.585,0,0,0,1,2,100,1213,0
1,15739548,0,22.67,7,2,8,4,0.165,0,0,0,0,2,160,1,0
2,15662854,0,29.58,1.75,1,4,4,1.25,0,0,0,1,2,280,1,0
3,15687688,0,21.67,11.5,1,5,3,0,1,1,11,1,2,0,1,1
4,15715750,1,20.17,8.17,2,6,4,1.96,1,1,14,0,2,60,159,1
5,15571121,0,15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,1
6,15726466,1,17.42,6.5,2,3,4,0.125,0,0,0,0,2,60,101,0
7,15660390,0,58.67,4.46,2,11,8,3.04,1,1,6,0,2,43,561,1
8,15663942,1,27.83,1,1,2,8,3,0,0,0,0,2,176,538,0
9,15638610,0,55.75,7.08,2,4,8,6.75,1,1,3,1,2,100,51,0
10,15644446,1,33.5,1.75,2,14,8,4.5,1,1,4,1,2,253,858,1
11,15585892,1,41.42,5,2,11,8,5,1,1,6,1,2,470,1,1
12,15609356,1,20.67,1.25,1,8,8,1.375,1,1,3,1,2,140,211,0
13,15803378,1,34.92,5,2,14,8,7.5,1,1,6,1,2,0,1001,1
14,15599440,1,58.58,2.71,2,8,4,2.415,0,0,0,1,2,320,1,0
15,15692408,1,48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,1
16,15683168,1,29.58,4.5,2,9,4,7.5,1,1,2,1,2,330,1,1
17,15790254,0,18.92,9,2,6,4,0.75,1,1,2,0,2,88,592,1
18,15767729,1,20,1.25,1,4,4,0.125,0,0,0,0,2,140,5,0
19,15768600,0,22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,1
20,15699839,0,28.17,0.585,2,6,4,0.04,0,0,0,0,2,260,1005,0
21,15786237,0,19.17,0.585,1,6,4,0.585,1,0,0,1,2,160,1,0
22,15694530,1,41.17,1.335,2,2,4,0.165,0,0,0,0,2,168,1,0
23,15796813,1,41.58,1.75,2,4,4,0.21,1,0,0,0,2,160,1,0
24,15605791,1,19.5,9.585,2,6,4,0.79,0,0,0,0,2,80,351,0
25,15714087,1,32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,1
26,15711446,1,22.5,0.125,1,4,4,0.125,0,0,0,0,2,200,71,0
27,15588123,1,33.17,3.04,1,8,8,2.04,1,1,1,1,2,180,18028,1
28,15748552,0,30.67,12,2,8,4,2,1,1,1,0,2,220,20,1
29,15618410,1,23.08,2.5,2,8,4,1.085,1,1,11,1,2,60,2185,1

660,15598586,1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,1
661,15665014,0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0
662,15701738,1,39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,1
663,15650591,0,26.08,8.665,2,6,4,1.415,1,0,0,0,2,160,151,1
664,15652667,1,20,0,2,2,4,0.5,0,0,0,0,2,144,1,0
665,15679622,1,31.57,4,1,3,4,0.085,0,0,0,1,2,411,1,0
666,15730150,1,26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,0
667,15813192,0,24.92,1.25,2,1,1,0,1,0,0,0,2,80,1,0
668,15606554,0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0
669,15611794,1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0
670,15672357,0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1
671,15711759,1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1
672,15615296,0,17.92,10.21,2,1,1,0,0,0,0,0,2,0,51,0
673,15699294,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1
674,15788634,0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1
675,15660871,1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0
676,15618258,0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0
677,15722535,1,23,0.75,2,7,4,0.5,1,0,0,1,1,320,1,0
678,15711977,1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0
679,15690169,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1
680,15790689,1,21.17,0,2,8,4,0.5,0,0,0,1,1,0,1,0
681,15665181,1,35.25,16.5,1,8,4,4,1,0,0,0,2,80,1,0
682,15633608,0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1
683,15805261,0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,0
684,15740356,1,43,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1
685,15808223,1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,1
686,15769980,1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,0
687,15675450,0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,1
688,15776494,0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,1
689,15592412,1,41,0.04,2,10,4,0.04,0,1,1,0,1,560,1,1
